id,drug_id,name,drug_type,amount,exp,mfg,brand,description,updated_date
668,he69,Augmex Duo Tabs,LOZENGES,100,12month,9/29/2021,Pharmaceutical & Medical Biomedical Enterprise (MEBIPHAR) Ho Chi Minh City - VIETNAM,Migraine medications,10/29/2021
669,he70,Acnequidt,OIMENTS,100,12month,9/29/2021,U.C.B. Farchin S.A - Switzerland,Migraine medications,10/29/2021
670,he71,Meropenem 1g,LOZENGES,100,12month,9/29/2021,"Korea Drug Co., Ltd - KOREA",Migraine medications,10/29/2021
671,he72,Albendazole 400mg,OIMENTS,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
672,he73,Albendazol Stada 400 mg,LOZENGES,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
673,he74,Virclath,LOZENGES,100,12month,9/29/2021,Farmak JSC - UKraine,Migraine medications,10/29/2021
674,he75,Eduar,OIMENTS,100,12month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,Migraine medications,10/29/2021
675,he76,Salgad,LOZENGES,100,12month,9/29/2021,"Ind-Swift., Ltd - INDIA",Migraine medications,10/29/2021
676,he77,Razirax,PILLS,100,12month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,Migraine medications,10/29/2021
677,he78,Guilaume,PELLETS,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
678,he79,Cybercef 750 mg,PELLETS,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
679,he80,Medoclav 1g,CAPSULES,100,12month,9/29/2021,"Micro Labs., Ltd - INDIA",Migraine medications,10/29/2021
680,he81,Madopar,CAPSULES,100,12month,9/29/2021,"Axon Drugs Private., Ltd - INDIA",Migraine medications,10/29/2021
681,he82,Trihexyphenidyl 2mg,CAPSULES,100,12month,9/29/2021,Cuu Long Pharmaceutical and Medical Equipment Company - VIETNAM,Migraine medications,10/29/2021
682,he83,Stalevo 100/25/200,INHALANTS,100,12month,9/29/2021,"Furen Pharmaceutical Group Co., Ltd. - CHINA",Migraine medications,10/29/2021
683,he84,Madopar,LINIMENT,100,12month,9/29/2021,Cenexi SAS - FRANCE,Migraine medications,10/29/2021
684,he85,Sifrol,OIMENTS,100,12month,9/29/2021,Novartis Pharm Stein A.G - Switzerland,Migraine medications,10/29/2021
685,he86,Sifrol,LOZENGES,100,12month,9/29/2021,"Sun Pharmaceutical Industries., Ltd - INDIA",Migraine medications,10/29/2021
686,he87,Masopen 100/10,LOZENGES,100,12month,9/29/2021,DANAPHA Pharmaceutical Joint Stock Company - VIETNAM,Migraine medications,10/29/2021
687,he88,Sifrol,OIMENTS,100,12month,9/29/2021,Stellapharm - VIETNAM,Migraine medications,10/29/2021
688,he89,Stalevo 150/37.5/200,LOZENGES,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
689,he90,Syndopa 275,PILLS,100,12month,9/29/2021,TRAPHACO - VIETNAM JOINT STOCK COMPANY,Migraine medications,10/29/2021
690,he91,Danapha-Trihex 2,PELLETS,100,12month,9/29/2021,Novartis Farma S.P.A Italy,Migraine medications,10/29/2021
691,he92,Trihexyphenidyl,PELLETS,100,12month,9/29/2021,Pharmedic - VIETNAM Pharmaceutical and Pharmaceutical Joint Stock Company,Migraine medications,10/29/2021
692,he93,Stalevo 150/37.5/200,CAPSULES,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
693,he94,Madopar HBS,CAPSULES,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
694,he95,Sifstad 0.18,CAPSULES,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
695,he96,Sifrol,INHALANTS,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
696,he97,Succinimide Pharbiol,LINIMENT,100,12month,9/29/2021,"F.Hoffmann-La Roche., Ltd",Migraine medications,10/29/2021
697,he98,Apo-Trihex 2mg,LINIMENT,100,12month,9/29/2021,Pharmedic,Migraine medications,10/29/2021
698,he99,Uro-Vaxom,LINIMENT,100,12month,9/29/2021,Orion Corporation,Migraine medications,10/29/2021
699,he100,Althax,LOTIONS,100,12month,9/29/2021,"F.Hoffmann-La Roche., Ltd",Migraine medications,10/29/2021
700,he101,ProIVIG,PASTE,100,12month,9/29/2021,Boehringer Ingelheim pharma GmbH & Co,Migraine medications,10/29/2021
701,he102,Keytruda,POWDER,100,12month,9/29/2021,Fresenius Kabi Vietnam Joint Stock Company - VIETNAM,Migraine medications,10/29/2021
702,he103,Beriate,EMULSIONS,100,12month,9/29/2021,CPC1 Pharmaceutical Joint Stock Company Hanoi - VIETNAM,Migraine medications,10/29/2021
703,he104,Hizentra,GELS,100,12month,9/29/2021,B.Braun Melsungen AG - Germany,Migraine medications,10/29/2021
704,he105,Privigen,MAGMAS,100,12month,9/29/2021,Warsaw Pharmaceutical Works Polfa - Poland,Migraine medications,10/29/2021
705,he106,Darzalex,MIXTURES,100,12month,9/29/2021,B.Braun Melsungen AG - Germany,Migraine medications,10/29/2021
706,he107,Simponi,LIQUID,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
707,he108,Hizentra,LIQUID,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
708,he109,Mabthera,TABLETS,100,12month,9/29/2021,Laboratoires UPSA - France,Migraine medications,10/29/2021
709,he110,Imurel 50mg,OIMENTS,100,12month,9/29/2021,Stada-Vietnam - VIETNAM COMPANY LIMITED,Migraine medications,10/29/2021
710,he111,Prograf,LOZENGES,100,12month,9/29/2021,Sanofi Vietnam Pharmaceutical Joint Stock Company - VIETNAM,Migraine medications,10/29/2021
711,he112,HYYR,LINIMENT,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
712,he113,Hytinon,LINIMENT,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
713,he114,Tacropic 0.03%,LINIMENT,100,12month,9/29/2021,Branch of OPC Pharmaceutical Joint Stock Company in Binh Duong - OPC Pharmaceutical Factory - VIETNAM (,Migraine medications,10/29/2021
714,he115,Prograf,LOTIONS,100,12month,9/29/2021,PT. Indofarma Tbk. - INDONESIA,Migraine medications,10/29/2021
715,he116,Iritero 100mg/5ml,PASTE,100,12month,9/29/2021,Central Pharmaceutical Company Limited 3 - VIETNAM,Migraine medications,10/29/2021
716,he117,Prograf 0.5mg,GELS,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
717,he118,Phastarxin,MAGMAS,100,12month,9/29/2021,nd-Swift Ltd - INDIA,Migraine medications,10/29/2021
718,he119,Fluzinstad 5,MIXTURES,100,12month,9/29/2021,Pharmaceutical & Medical Biomedical Enterprise (MEBIPHAR) Ho Chi Minh City - VIETNAM,Migraine medications,10/29/2021
719,he120,Sobelin,GELS,100,12month,9/29/2021,U.C.B. Farchin S.A - Switzerland,Migraine medications,10/29/2021
720,he121,Reinal,MAGMAS,100,12month,9/29/2021,"Korea Drug Co., Ltd - KOREA",Migraine medications,10/29/2021
721,he122,Siberian,MIXTURES,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
722,he123,Lelocin 5,LIQUID,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
723,he124,Sarah Cap,LIQUID,100,12month,9/29/2021,Farmak JSC - UKraine,Migraine medications,10/29/2021
724,he125,Reinal-5,TABLETS,100,12month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,Migraine medications,10/29/2021
725,he126,Lelocin 5,OIMENTS,100,12month,9/29/2021,"Ind-Swift., Ltd - INDIA",Migraine medications,10/29/2021
726,he127,Metomol Tablet,LOZENGES,100,12month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,Migraine medications,10/29/2021
727,he128,Fluthepharm 10,LINIMENT,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
728,he129,Lodegald-Flunarizin,LINIMENT,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
729,he130,Sibendina,LINIMENT,100,12month,9/29/2021,"Micro Labs., Ltd - INDIA",Migraine medications,10/29/2021
730,he131,Virtizin 5,LOTIONS,100,12month,9/29/2021,"Axon Drugs Private., Ltd - INDIA",Migraine medications,10/29/2021
731,he132,Sibetinic Soft,PASTE,100,12month,9/29/2021,Cuu Long Pharmaceutical and Medical Equipment Company - VIETNAM,Migraine medications,10/29/2021
732,he133,Sibetinic,GELS,100,12month,9/29/2021,"Furen Pharmaceutical Group Co., Ltd. - CHINA",Migraine medications,10/29/2021
733,he134,Hagizin,MAGMAS,100,12month,9/29/2021,Cenexi SAS - FRANCE,Migraine medications,10/29/2021
734,he135,Mezapizine 10,MIXTURES,100,12month,9/29/2021,Novartis Pharm Stein A.G - Switzerland,Migraine medications,10/29/2021
735,he136,Sobelin,PILLS,100,12month,9/29/2021,"Sun Pharmaceutical Industries., Ltd - INDIA",Migraine medications,10/29/2021
736,he137,Darintab,PELLETS,100,12month,9/29/2021,DANAPHA Pharmaceutical Joint Stock Company - VIETNAM,Migraine medications,10/29/2021
737,he138,Oliveirim,PELLETS,100,12month,9/29/2021,Stellapharm - VIETNAM,Migraine medications,10/29/2021
738,he139,Pentoxifylin,CAPSULES,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
739,he140,Advate,CAPSULES,100,12month,9/29/2021,TRAPHACO - VIETNAM JOINT STOCK COMPANY,Migraine medications,10/29/2021
740,he141,Nanokine,CAPSULES,100,12month,9/29/2021,Novartis Farma S.P.A Italy,Migraine medications,10/29/2021
741,he142,Epocassa,INHALANTS,100,12month,9/29/2021,Pharmedic - VIETNAM Pharmaceutical and Pharmaceutical Joint Stock Company,Migraine medications,10/29/2021
742,he143,Pentoxipharm,LINIMENT,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
743,he144,Sintrom 4,LINIMENT,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
744,he145,Somatin,LINIMENT,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
745,he146,Fontit-F,LOTIONS,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
746,he147,Tophem,PASTE,100,12month,9/29/2021,Boehringer Ingelheim pharma GmbH & Co,Migraine medications,10/29/2021
747,he148,Gon sa Ezeti-10,POWDER,100,12month,9/29/2021,Fresenius Kabi Vietnam Joint Stock Company - VIETNAM,Migraine medications,10/29/2021
748,he149,Arixtra,EMULSIONS,100,12month,9/29/2021,CPC1 Pharmaceutical Joint Stock Company Hanoi - VIETNAM,Migraine medications,10/29/2021
749,he150,Toxaxin Inj,GELS,100,12month,9/29/2021,B.Braun Melsungen AG - Germany,Migraine medications,10/29/2021
750,he151,Arixtra,MAGMAS,100,12month,9/29/2021,Warsaw Pharmaceutical Works Polfa - Poland,Migraine medications,10/29/2021
751,he152,Replenine-VF,MIXTURES,100,12month,9/29/2021,B.Braun Melsungen AG - Germany,Migraine medications,10/29/2021
752,he153,Hezoy,LIQUID,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
753,he154,Transamin Tablets,LIQUID,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
754,he155,Pronivel 2000 IU,TABLETS,100,12month,9/29/2021,Laboratoires UPSA - France,Migraine medications,10/29/2021
755,he156,Reliporex 10000 IU s,OIMENTS,100,12month,9/29/2021,Stada-Vietnam - VIETNAM COMPANY LIMITED,Migraine medications,10/29/2021
756,he157,Haemoctin SDH 250,LOZENGES,100,12month,9/29/2021,Sanofi Vietnam Pharmaceutical Joint Stock Company - VIETNAM,Migraine medications,10/29/2021
757,he158,Reliporex 4000 IU,LOZENGES,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
758,he159,Lefvox-750,OIMENTS,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
759,he160,Ciprofloxacin 500mg,LOZENGES,100,12month,9/29/2021,Branch of OPC Pharmaceutical Joint Stock Company in Binh Duong - OPC Pharmaceutical Factory - VIETNAM (,Migraine medications,10/29/2021
760,he161,Ledvir,PILLS,100,12month,9/29/2021,PT. Indofarma Tbk. - INDONESIA,Migraine medications,10/29/2021
761,he162,Vixbarin 400mg,PELLETS,100,12month,9/29/2021,Central Pharmaceutical Company Limited 3 - VIETNAM,Migraine medications,10/29/2021
762,he163,Govou,PELLETS,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
763,he164,Tavanic,CAPSULES,100,12month,9/29/2021,nd-Swift Ltd - INDIA,Migraine medications,10/29/2021
764,he165,Tavanic,CAPSULES,100,12month,9/29/2021,Pharmaceutical & Medical Biomedical Enterprise (MEBIPHAR) Ho Chi Minh City - VIETNAM,Migraine medications,10/29/2021
765,he166,Augmex Duo Tabs,CAPSULES,100,12month,9/29/2021,U.C.B. Farchin S.A - Switzerland,Migraine medications,10/29/2021
766,he167,Acnequidt,INHALANTS,100,12month,9/29/2021,"Korea Drug Co., Ltd - KOREA",Migraine medications,10/29/2021
767,he168,Meropenem 1g,LINIMENT,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
768,he169,Albendazole 400mg,LINIMENT,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
769,he170,Albendazol Stada 400 mg,LINIMENT,100,12month,9/29/2021,Farmak JSC - UKraine,Migraine medications,10/29/2021
770,he171,Virclath,LOTIONS,100,12month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,Migraine medications,10/29/2021
771,he172,Eduar,PASTE,100,12month,9/29/2021,"Ind-Swift., Ltd - INDIA",Migraine medications,10/29/2021
772,he173,Salgad,POWDER,100,12month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,Migraine medications,10/29/2021
773,he174,Razirax,EMULSIONS,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
774,he175,Guilaume,GELS,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
775,he176,Cybercef 750 mg,MAGMAS,100,12month,9/29/2021,"Micro Labs., Ltd - INDIA",Migraine medications,10/29/2021
776,he177,Medoclav 1g,MIXTURES,100,12month,9/29/2021,"Axon Drugs Private., Ltd - INDIA",Migraine medications,10/29/2021
777,he178,Madopar,LIQUID,100,12month,9/29/2021,Cuu Long Pharmaceutical and Medical Equipment Company - VIETNAM,Migraine medications,10/29/2021
778,he179,Trihexyphenidyl 2mg,LIQUID,100,12month,9/29/2021,"Furen Pharmaceutical Group Co., Ltd. - CHINA",Migraine medications,10/29/2021
779,he180,Stalevo 100/25/200,TABLETS,100,12month,9/29/2021,Cenexi SAS - FRANCE,Migraine medications,10/29/2021
780,he181,Madopar,OIMENTS,100,12month,9/29/2021,Novartis Pharm Stein A.G - Switzerland,Migraine medications,10/29/2021
781,he182,Sifrol,LOZENGES,100,12month,9/29/2021,"Sun Pharmaceutical Industries., Ltd - INDIA",Migraine medications,10/29/2021
782,he183,Sifrol,LOZENGES,100,6month,9/29/2021,DANAPHA Pharmaceutical Joint Stock Company - VIETNAM,Migraine medications,10/29/2021
783,he184,Masopen 100/10,OIMENTS,100,6month,9/29/2021,Stellapharm - VIETNAM,Migraine medications,10/29/2021
784,he185,Sifrol,LOZENGES,100,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
785,he186,Stalevo 150/37.5/200,OIMENTS,100,6month,9/29/2021,TRAPHACO - VIETNAM JOINT STOCK COMPANY,Migraine medications,10/29/2021
786,he187,Syndopa 275,LOZENGES,100,6month,9/29/2021,Novartis Farma S.P.A Italy,Migraine medications,10/29/2021
787,he188,Danapha-Trihex 2,LOZENGES,100,6month,9/29/2021,Pharmedic - VIETNAM Pharmaceutical and Pharmaceutical Joint Stock Company,Migraine medications,10/29/2021
788,he189,Trihexyphenidyl,OIMENTS,100,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
789,he190,Stalevo 150/37.5/200,LOZENGES,100,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
790,he191,Madopar HBS,PILLS,100,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
791,he192,Sifstad 0.18,PELLETS,100,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
792,he193,Sifrol,PELLETS,100,6month,9/29/2021,"F.Hoffmann-La Roche., Ltd",Migraine medications,10/29/2021
793,he194,Succinimide Pharbiol,CAPSULES,100,6month,9/29/2021,Pharmedic,Migraine medications,10/29/2021
794,he195,Apo-Trihex 2mg,CAPSULES,100,6month,9/29/2021,Orion Corporation,Migraine medications,10/29/2021
795,he196,Uro-Vaxom,CAPSULES,100,6month,9/29/2021,"F.Hoffmann-La Roche., Ltd",Migraine medications,10/29/2021
796,he197,Althax,INHALANTS,100,6month,9/29/2021,Boehringer Ingelheim pharma GmbH & Co,Migraine medications,10/29/2021
797,he198,ProIVIG,LINIMENT,100,6month,9/29/2021,Fresenius Kabi Vietnam Joint Stock Company - VIETNAM,Migraine medications,10/29/2021
798,he199,Keytruda,OIMENTS,100,6month,9/29/2021,CPC1 Pharmaceutical Joint Stock Company Hanoi - VIETNAM,Migraine medications,10/29/2021
799,he200,Beriate,LOZENGES,100,6month,9/29/2021,B.Braun Melsungen AG - Germany,Migraine medications,10/29/2021
800,he201,Hizentra,LOZENGES,100,6month,9/29/2021,Warsaw Pharmaceutical Works Polfa - Poland,Migraine medications,10/29/2021
801,inf1,Tophem,OIMENTS,100,6month,9/29/2021,B.Braun Melsungen AG - Germany,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
802,inf2,Gon sa Ezeti-10,LOZENGES,100,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
803,inf3,Arixtra,PILLS,100,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
804,inf4,Toxaxin Inj,PELLETS,100,6month,9/29/2021,Laboratoires UPSA - France,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
805,inf5,Arixtra,PELLETS,100,6month,9/29/2021,Stada-Vietnam - VIETNAM COMPANY LIMITED,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
806,inf6,Replenine-VF,CAPSULES,100,6month,9/29/2021,Sanofi Vietnam Pharmaceutical Joint Stock Company - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
807,inf7,Hezoy,CAPSULES,100,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
808,inf8,Transamin Tablets,CAPSULES,100,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
809,inf9,Pronivel 2000 IU,INHALANTS,100,6month,9/29/2021,Branch of OPC Pharmaceutical Joint Stock Company in Binh Duong - OPC Pharmaceutical Factory - VIETNAM (,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
810,inf10,Reliporex 10000 IU s,LINIMENT,100,6month,9/29/2021,PT. Indofarma Tbk. - INDONESIA,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
811,inf11,Prograf,LINIMENT,100,6month,9/29/2021,Central Pharmaceutical Company Limited 3 - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
812,inf12,Iritero 100mg/5ml,LINIMENT,100,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
813,inf13,Prograf 0.5mg,LOTIONS,100,6month,9/29/2021,nd-Swift Ltd - INDIA,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
814,inf14,Phastarxin,PASTE,100,6month,9/29/2021,Pharmaceutical & Medical Biomedical Enterprise (MEBIPHAR) Ho Chi Minh City - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
815,inf15,Fluzinstad 5,POWDER,100,6month,9/29/2021,U.C.B. Farchin S.A - Switzerland,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
816,inf16,Sobelin,EMULSIONS,100,6month,9/29/2021,"Korea Drug Co., Ltd - KOREA","Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
817,inf17,Reinal,GELS,100,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
818,inf18,Siberian,MAGMAS,100,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
819,inf19,Lelocin 5,MIXTURES,100,6month,9/29/2021,Farmak JSC - UKraine,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
820,inf20,Sarah Cap,LIQUID,100,6month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
821,inf21,Reinal-5,LIQUID,100,6month,9/29/2021,"Ind-Swift., Ltd - INDIA","Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
822,inf22,Lelocin 5,TABLETS,100,6month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
823,inf23,Metomol Tablet,OIMENTS,100,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
824,inf24,Fluthepharm 10,LOZENGES,100,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
825,inf25,Lodegald-Flunarizin,LINIMENT,100,6month,9/29/2021,"Micro Labs., Ltd - INDIA","Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
826,inf26,Sibendina,LINIMENT,100,6month,9/29/2021,"Axon Drugs Private., Ltd - INDIA","Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
827,inf27,Virtizin 5,LINIMENT,100,6month,9/29/2021,Cuu Long Pharmaceutical and Medical Equipment Company - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
828,inf28,Sibetinic Soft,LOTIONS,100,6month,9/29/2021,"Furen Pharmaceutical Group Co., Ltd. - CHINA","Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
829,inf29,Sibetinic,PASTE,100,6month,9/29/2021,Cenexi SAS - FRANCE,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
830,inf30,Hagizin,GELS,100,6month,9/29/2021,Novartis Pharm Stein A.G - Switzerland,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
831,inf31,Mezapizine 10,MAGMAS,100,6month,9/29/2021,"Sun Pharmaceutical Industries., Ltd - INDIA","Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
832,inf32,Sobelin,MIXTURES,100,6month,9/29/2021,DANAPHA Pharmaceutical Joint Stock Company - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
833,inf33,Darintab,GELS,100,6month,9/29/2021,Stellapharm - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
834,inf34,Oliveirim,MAGMAS,100,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
835,inf35,Pentoxifylin,MIXTURES,150,6month,9/29/2021,TRAPHACO - VIETNAM JOINT STOCK COMPANY,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
836,inf36,Advate,LIQUID,150,6month,9/29/2021,Novartis Farma S.P.A Italy,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
837,inf37,Nanokine,LIQUID,150,6month,9/29/2021,Pharmedic - VIETNAM Pharmaceutical and Pharmaceutical Joint Stock Company,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
838,inf38,Epocassa,TABLETS,150,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
839,inf39,Pentoxipharm,OIMENTS,150,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,"Drugs for parasites, anti-bacterial, antiviral, antifungal",10/29/2021
